edad;ingresos;genero;ciudad;educacion
56;41925263;Femenino;CARTAGENA;Secundaria
50;59343676;Masculino;CUCUTA;Secundaria
55;79466741;Masculino;PEREIRA;Pregrado
25;34716461;Masculino;BOGOTA;Pregrado
66;59013070;Masculino;BOGOTA;Postgrado
41;95794645;Masculino;BARRANQUILLA;Pregrado
56;72860124;Masculino;SANTA MARTA;Secundaria
50;24187849;Femenino;SANTA MARTA;Secundaria
58;6914981;Masculino;BOGOTA;Secundaria
60;29563602;Masculino;PEREIRA;Secundaria
36;73004328;Masculino;SANTA MARTA;Pregrado
19;96752738;Masculino;BUCARAMANGA;Pregrado
28;47528732;Femenino;BOGOTA;Secundaria
52;39670074;Femenino;CALI;Postgrado
34;16916091;Femenino;SANTA MARTA;Pregrado
59;86073871;Femenino;CUCUTA;Pregrado
20;32167398;Femenino;CUCUTA;Postgrado
39;19568744;Femenino;BUCARAMANGA;Secundaria
52;77909180;Masculino;CUCUTA;Secundaria
38;44222727;Masculino;BARRANQUILLA;Secundaria
42;59795852;Femenino;BOGOTA;Postgrado
56;1551307;Femenino;BARRANQUILLA;Pregrado
19;82023861;Masculino;BOGOTA;Pregrado
18;3389654;Femenino;BARRANQUILLA;Pregrado
24;41196485;Femenino;BUCARAMANGA;Postgrado
37;32784233;Femenino;BARRANQUILLA;Secundaria
60;20228547;Masculino;CARTAGENA;Postgrado
23;5229876;Masculino;BUCARAMANGA;Postgrado
53;12351617;Masculino;CALI;Secundaria
68;70844296;Masculino;CARTAGENA;Secundaria
38;13292729;Masculino;CALI;Pregrado
68;10583918;Femenino;SANTA MARTA;Secundaria
63;47405480;Masculino;PEREIRA;Secundaria
52;50663649;Masculino;SANTA MARTA;Secundaria
53;83596918;Femenino;BARRANQUILLA;Secundaria
25;93860676;Femenino;MANIZALES;Postgrado
67;49304944;Femenino;SANTA MARTA;Pregrado
21;91390825;Masculino;BARRANQUILLA;Pregrado
60;32207934;Masculino;CALI;Secundaria
33;35506838;Masculino;MEDELLIN;Postgrado
20;31157644;Masculino;BUCARAMANGA;Secundaria
24;56305590;Femenino;CALI;Pregrado
19;43212429;Masculino;BARRANQUILLA;Pregrado
18;46880003;Masculino;PEREIRA;Postgrado
18;10046815;Femenino;CARTAGENA;Secundaria
55;7784450;Femenino;SANTA MARTA;Pregrado
68;94339900;Femenino;PEREIRA;Pregrado
24;9365934;Masculino;BARRANQUILLA;Pregrado
41;67965895;Masculino;BUCARAMANGA;Pregrado
22;98754412;Masculino;SANTA MARTA;Secundaria
38;76074785;Femenino;BARRANQUILLA;Pregrado
45;50144190;Masculino;MEDELLIN;Pregrado
35;59773872;Masculino;MEDELLIN;Secundaria
41;61197579;Femenino;BARRANQUILLA;Secundaria
49;42818233;Masculino;PEREIRA;Postgrado
62;95867807;Masculino;CUCUTA;Pregrado
50;21336192;Masculino;BARRANQUILLA;Pregrado
27;42287861;Femenino;BARRANQUILLA;Secundaria
26;22622085;Femenino;BARRANQUILLA;Pregrado
66;46745136;Masculino;PEREIRA;Pregrado
50;96807921;Femenino;CUCUTA;Postgrado
50;94126559;Masculino;CUCUTA;Secundaria
24;16220814;Masculino;BOGOTA;Pregrado
21;1977920;Femenino;BARRANQUILLA;Postgrado
45;14817198;Masculino;CALI;Postgrado
40;54841039;Femenino;CALI;Postgrado
49;87580903;Femenino;BARRANQUILLA;Secundaria
61;11841442;Masculino;MANIZALES;Secundaria
33;92916215;Femenino;BOGOTA;Postgrado
63;67621784;Masculino;MEDELLIN;Postgrado
27;74381704;Masculino;SANTA MARTA;Secundaria
31;32446872;Femenino;BARRANQUILLA;Postgrado
56;94971016;Masculino;CALI;Pregrado
53;3520855;Femenino;PEREIRA;Pregrado
51;22360878;Femenino;MANIZALES;Pregrado
41;99495715;Masculino;CALI;Pregrado
35;19389678;Femenino;BARRANQUILLA;Secundaria
33;60052505;Masculino;CUCUTA;Pregrado
58;68075557;Femenino;CARTAGENA;Secundaria
54;61721129;Masculino;SANTA MARTA;Pregrado
58;53128730;Femenino;CUCUTA;Postgrado
42;18778706;Femenino;CALI;Postgrado
25;52410697;Femenino;PEREIRA;Postgrado
41;71635240;Masculino;CARTAGENA;Pregrado
37;15754907;Masculino;BOGOTA;Postgrado
65;87372881;Femenino;CUCUTA;Secundaria
47;96512733;Masculino;CUCUTA;Pregrado
37;9937529;Masculino;SANTA MARTA;Pregrado
35;65959556;Femenino;CARTAGENA;Postgrado
21;33497228;Masculino;CALI;Postgrado
65;52986276;Masculino;MEDELLIN;Secundaria
53;20765743;Femenino;BOGOTA;Pregrado
23;25043846;Femenino;BOGOTA;Secundaria
20;19409642;Femenino;CALI;Pregrado
35;83009776;Masculino;BARRANQUILLA;Pregrado
64;8143628;Masculino;BOGOTA;Postgrado
57;49068874;Femenino;BOGOTA;Pregrado
35;27594570;Masculino;MEDELLIN;Secundaria
40;18466946;Masculino;PEREIRA;Postgrado
52;57255419;Masculino;BUCARAMANGA;Secundaria
23;2061396;Femenino;CARTAGENA;Postgrado
43;78484787;Masculino;PEREIRA;Pregrado
38;86148891;Femenino;BOGOTA;Pregrado
41;49190411;Masculino;MEDELLIN;Pregrado
32;18673567;Masculino;MANIZALES;Postgrado
44;97693897;Masculino;PEREIRA;Postgrado
49;31901371;Masculino;CUCUTA;Postgrado
29;53841587;Femenino;PEREIRA;Pregrado
22;3644884;Femenino;SANTA MARTA;Postgrado
24;39999128;Femenino;BUCARAMANGA;Secundaria
39;8458920;Femenino;SANTA MARTA;Pregrado
44;79407878;Masculino;CARTAGENA;Secundaria
32;27153409;Masculino;MEDELLIN;Secundaria
56;38623548;Masculino;PEREIRA;Pregrado
62;87806684;Femenino;CALI;Secundaria
52;61623083;Masculino;PEREIRA;Pregrado
43;1692643;Femenino;SANTA MARTA;Postgrado
40;70786201;Femenino;CALI;Secundaria
30;90991743;Femenino;SANTA MARTA;Pregrado
43;91205987;Masculino;BOGOTA;Postgrado
20;59375873;Masculino;BOGOTA;Secundaria
46;46464230;Masculino;MANIZALES;Pregrado
19;14395178;Femenino;CALI;Secundaria
45;29095911;Masculino;CUCUTA;Postgrado
40;51439773;Femenino;BOGOTA;Pregrado
53;11955850;Femenino;SANTA MARTA;Postgrado
66;60809882;Femenino;CALI;Secundaria
23;71626821;Masculino;SANTA MARTA;Postgrado
28;31620164;Masculino;BARRANQUILLA;Pregrado
55;74497579;Masculino;PEREIRA;Pregrado
51;97773228;Masculino;CUCUTA;Postgrado
34;2580130;Femenino;CARTAGENA;Postgrado
20;61299674;Femenino;BOGOTA;Secundaria
61;7948969;Masculino;BARRANQUILLA;Secundaria
63;3888763;Masculino;BUCARAMANGA;Secundaria
51;7448141;Masculino;MANIZALES;Pregrado
39;18549770;Femenino;CALI;Secundaria
46;39837336;Masculino;PEREIRA;Pregrado
46;17545985;Femenino;CUCUTA;Secundaria
22;71648613;Femenino;CALI;Postgrado
27;32175064;Masculino;CALI;Postgrado
27;7921745;Masculino;SANTA MARTA;Postgrado
26;39719932;Masculino;CARTAGENA;Pregrado
38;57830828;Masculino;CUCUTA;Postgrado
30;48028145;Masculino;CARTAGENA;Pregrado
27;36734552;Masculino;MEDELLIN;Postgrado
55;94003055;Masculino;BARRANQUILLA;Pregrado
28;79160836;Masculino;CALI;Secundaria
21;27174584;Femenino;PEREIRA;Pregrado
63;65148520;Masculino;MANIZALES;Secundaria
48;41851871;Masculino;BUCARAMANGA;Secundaria
66;6187498;Masculino;PEREIRA;Pregrado
69;56953242;Femenino;CARTAGENA;Secundaria
51;11073891;Femenino;PEREIRA;Postgrado
59;34559878;Masculino;PEREIRA;Secundaria
52;50104788;Masculino;CALI;Secundaria
56;77806246;Masculino;CALI;Secundaria
56;47841030;Femenino;CUCUTA;Postgrado
50;14763023;Masculino;MANIZALES;Secundaria
25;54827289;Masculino;MEDELLIN;Postgrado
49;42460565;Femenino;BUCARAMANGA;Postgrado
50;48974922;Femenino;CUCUTA;Pregrado
25;91299054;Masculino;MANIZALES;Secundaria
63;11607602;Femenino;MEDELLIN;Postgrado
31;56409595;Femenino;BARRANQUILLA;Secundaria
51;56924647;Masculino;MANIZALES;Pregrado
25;53859840;Femenino;BUCARAMANGA;Postgrado
68;78065070;Masculino;BUCARAMANGA;Pregrado
59;24837718;Masculino;BARRANQUILLA;Pregrado
24;29870155;Masculino;BUCARAMANGA;Secundaria
30;80725244;Masculino;BARRANQUILLA;Postgrado
38;43182087;Femenino;BARRANQUILLA;Secundaria
64;74715114;Femenino;CUCUTA;Postgrado
49;5345070;Masculino;SANTA MARTA;Secundaria
28;99727602;Femenino;MEDELLIN;Postgrado
31;96763039;Femenino;MANIZALES;Pregrado
28;29074661;Femenino;BARRANQUILLA;Secundaria
19;91802488;Masculino;CALI;Postgrado
51;37983417;Femenino;CALI;Pregrado
61;19090051;Femenino;BARRANQUILLA;Secundaria
64;63991663;Femenino;CUCUTA;Postgrado
34;47738671;Masculino;CUCUTA;Secundaria
31;87859890;Femenino;MEDELLIN;Secundaria
42;31809990;Femenino;CARTAGENA;Secundaria
65;54554496;Masculino;SANTA MARTA;Secundaria
44;60391804;Femenino;BARRANQUILLA;Secundaria
25;18431319;Femenino;MEDELLIN;Postgrado
34;70937659;Masculino;CUCUTA;Pregrado
22;48226854;Femenino;CUCUTA;Secundaria
29;39586282;Masculino;SANTA MARTA;Postgrado
55;56202417;Masculino;CARTAGENA;Postgrado
35;60759472;Femenino;PEREIRA;Postgrado
43;64555049;Femenino;CALI;Pregrado
48;73891251;Masculino;BUCARAMANGA;Postgrado
54;84483432;Masculino;BOGOTA;Postgrado
23;49147847;Femenino;CALI;Pregrado
58;2107009;Femenino;BUCARAMANGA;Pregrado
32;14838385;Femenino;MEDELLIN;Postgrado
59;53415316;Masculino;CUCUTA;Pregrado
66;97224204;Femenino;PEREIRA;Postgrado
43;19796157;Masculino;SANTA MARTA;Postgrado
68;52209871;Masculino;SANTA MARTA;Pregrado
29;81265327;Femenino;CALI;Pregrado
58;42433158;Masculino;MANIZALES;Postgrado
64;64570900;Masculino;BOGOTA;Secundaria
31;73836600;Femenino;CUCUTA;Postgrado
18;95787675;Masculino;CALI;Pregrado
34;34496015;Masculino;BARRANQUILLA;Pregrado
50;30662897;Masculino;CARTAGENA;Secundaria
46;75083385;Femenino;BOGOTA;Postgrado
62;33448212;Masculino;CUCUTA;Postgrado
48;39550877;Femenino;BARRANQUILLA;Postgrado
25;80467434;Masculino;MANIZALES;Secundaria
47;52460048;Masculino;SANTA MARTA;Pregrado
30;99704289;Femenino;MEDELLIN;Postgrado
33;17599583;Masculino;BARRANQUILLA;Secundaria
19;11839979;Femenino;BOGOTA;Secundaria
62;23074063;Femenino;CUCUTA;Secundaria
35;9122683;Masculino;MEDELLIN;Secundaria
52;16170085;Femenino;SANTA MARTA;Postgrado
62;35857283;Femenino;CUCUTA;Secundaria
36;30340035;Masculino;CARTAGENA;Secundaria
30;65890967;Femenino;BOGOTA;Pregrado
68;83906280;Masculino;BOGOTA;Secundaria
21;51163917;Masculino;BOGOTA;Postgrado
36;67952326;Masculino;CARTAGENA;Pregrado
67;3394334;Masculino;BARRANQUILLA;Secundaria
42;70869566;Femenino;MANIZALES;Secundaria
55;70544799;Masculino;MANIZALES;Pregrado
68;63582221;Femenino;MEDELLIN;Pregrado
48;48192946;Masculino;SANTA MARTA;Secundaria
53;82166560;Masculino;BOGOTA;Secundaria
21;15367070;Masculino;CUCUTA;Pregrado
56;48267957;Masculino;CUCUTA;Postgrado
24;87579270;Masculino;BOGOTA;Pregrado
33;49699345;Femenino;CALI;Secundaria
65;33105146;Masculino;SANTA MARTA;Secundaria
22;86734029;Femenino;CALI;Secundaria
64;34309426;Masculino;MANIZALES;Postgrado
40;46941677;Femenino;MEDELLIN;Pregrado
53;26288768;Femenino;MEDELLIN;Postgrado
49;17547736;Masculino;BARRANQUILLA;Postgrado
41;71675651;Femenino;PEREIRA;Pregrado
42;45482867;Femenino;PEREIRA;Postgrado
62;29817172;Femenino;BUCARAMANGA;Postgrado
45;31396078;Masculino;PEREIRA;Secundaria
36;60075800;Femenino;CALI;Pregrado
24;57248646;Masculino;MEDELLIN;Secundaria
61;66803904;Masculino;SANTA MARTA;Secundaria
58;63120200;Masculino;BUCARAMANGA;Postgrado
34;42000409;Masculino;BOGOTA;Pregrado
19;92201653;Femenino;BARRANQUILLA;Postgrado
33;4425015;Masculino;MEDELLIN;Postgrado
56;73505473;Femenino;BARRANQUILLA;Pregrado
35;63540025;Masculino;MANIZALES;Pregrado
56;34575950;Masculino;CUCUTA;Postgrado
18;37861308;Masculino;MEDELLIN;Pregrado
20;63627172;Femenino;SANTA MARTA;Pregrado
38;90418982;Femenino;BUCARAMANGA;Secundaria
47;6804737;Masculino;MEDELLIN;Pregrado
28;32993022;Masculino;BOGOTA;Secundaria
39;14074517;Femenino;BARRANQUILLA;Secundaria
64;36474491;Femenino;BARRANQUILLA;Pregrado
42;11482745;Femenino;CALI;Pregrado
20;78785255;Masculino;MEDELLIN;Pregrado
47;38010599;Femenino;CUCUTA;Secundaria
41;78370249;Femenino;SANTA MARTA;Secundaria
62;9073325;Masculino;BUCARAMANGA;Postgrado
53;66952405;Femenino;BARRANQUILLA;Secundaria
40;91407100;Masculino;SANTA MARTA;Postgrado
25;88744370;Masculino;MANIZALES;Postgrado
21;95275312;Femenino;SANTA MARTA;Secundaria
67;82248632;Femenino;PEREIRA;Postgrado
56;40950107;Femenino;PEREIRA;Secundaria
60;73294376;Masculino;PEREIRA;Secundaria
48;86490803;Masculino;BUCARAMANGA;Secundaria
46;14752724;Masculino;BARRANQUILLA;Pregrado
53;26743110;Femenino;BUCARAMANGA;Postgrado
30;24118779;Femenino;PEREIRA;Pregrado
58;3337613;Masculino;CALI;Pregrado
26;92438336;Femenino;CARTAGENA;Secundaria
38;18498783;Masculino;BUCARAMANGA;Secundaria
68;90758682;Masculino;MEDELLIN;Postgrado
20;30586115;Masculino;BUCARAMANGA;Secundaria
42;74068382;Femenino;SANTA MARTA;Secundaria
42;27288061;Masculino;MEDELLIN;Pregrado
29;26130626;Femenino;BUCARAMANGA;Postgrado
46;28467580;Femenino;BUCARAMANGA;Pregrado
28;17677890;Masculino;MEDELLIN;Secundaria
69;77639421;Femenino;MANIZALES;Pregrado
28;93060939;Masculino;CALI;Pregrado
66;90851450;Femenino;SANTA MARTA;Postgrado
43;27828357;Femenino;CARTAGENA;Secundaria
31;63082815;Masculino;CARTAGENA;Postgrado
33;92683308;Masculino;MANIZALES;Secundaria
27;3205645;Femenino;CARTAGENA;Pregrado
48;15406708;Masculino;MANIZALES;Postgrado
48;58666668;Femenino;MEDELLIN;Secundaria
53;20973249;Femenino;BOGOTA;Secundaria
27;99136552;Femenino;BUCARAMANGA;Secundaria
43;26979725;Masculino;PEREIRA;Secundaria
37;54528351;Femenino;BOGOTA;Postgrado
61;10457322;Masculino;BUCARAMANGA;Pregrado
26;89714606;Masculino;BOGOTA;Secundaria
32;47010454;Masculino;CALI;Postgrado
26;75047322;Femenino;MANIZALES;Postgrado
24;49686609;Masculino;BUCARAMANGA;Secundaria
43;31795980;Femenino;CARTAGENA;Pregrado
41;61456350;Femenino;MEDELLIN;Postgrado
29;72022672;Masculino;BOGOTA;Postgrado
37;61137545;Femenino;MANIZALES;Postgrado
31;85120743;Masculino;CUCUTA;Postgrado
39;74085395;Masculino;BOGOTA;Secundaria
33;75098714;Masculino;CALI;Postgrado
46;82469648;Femenino;CARTAGENA;Postgrado
49;27552885;Masculino;BARRANQUILLA;Postgrado
36;22004368;Masculino;PEREIRA;Pregrado
52;55878194;Masculino;BOGOTA;Secundaria
60;33835012;Masculino;BARRANQUILLA;Postgrado
49;29069710;Femenino;BUCARAMANGA;Secundaria
37;54693564;Femenino;PEREIRA;Postgrado
68;99155359;Femenino;BARRANQUILLA;Postgrado
57;99085213;Femenino;SANTA MARTA;Secundaria
37;10269912;Femenino;BUCARAMANGA;Postgrado
25;31257220;Femenino;PEREIRA;Secundaria
52;19196261;Masculino;CALI;Pregrado
59;32633287;Femenino;PEREIRA;Secundaria
30;29352266;Masculino;SANTA MARTA;Secundaria
58;52144626;Femenino;MANIZALES;Postgrado
23;12314052;Masculino;BOGOTA;Pregrado
64;69033701;Femenino;CARTAGENA;Secundaria
33;28566393;Femenino;CUCUTA;Pregrado
22;23961673;Masculino;CUCUTA;Secundaria
62;28780912;Masculino;MANIZALES;Secundaria
68;69113353;Femenino;CALI;Pregrado
51;29030315;Masculino;BUCARAMANGA;Secundaria
23;75946384;Masculino;MEDELLIN;Secundaria
50;18151386;Femenino;BOGOTA;Secundaria
32;48015777;Femenino;CUCUTA;Secundaria
32;18422636;Masculino;CARTAGENA;Postgrado
31;82103122;Masculino;MEDELLIN;Postgrado
56;2484502;Femenino;CUCUTA;Pregrado
22;32058886;Masculino;PEREIRA;Postgrado
69;93886900;Masculino;BARRANQUILLA;Pregrado
43;69835598;Femenino;BARRANQUILLA;Secundaria
65;80950247;Masculino;BOGOTA;Secundaria
34;73504680;Femenino;BARRANQUILLA;Secundaria
60;52179780;Femenino;BARRANQUILLA;Secundaria
64;66558217;Femenino;BUCARAMANGA;Secundaria
69;45397201;Femenino;BARRANQUILLA;Pregrado
33;67692497;Femenino;BOGOTA;Pregrado
52;31194842;Masculino;SANTA MARTA;Pregrado
55;66203218;Masculino;BARRANQUILLA;Postgrado
40;26554897;Masculino;MANIZALES;Pregrado
30;87983912;Femenino;CUCUTA;Postgrado
50;68436480;Femenino;CARTAGENA;Pregrado
46;14958429;Masculino;MEDELLIN;Postgrado
63;90716293;Femenino;MANIZALES;Postgrado
51;32005107;Femenino;BUCARAMANGA;Postgrado
51;68235655;Masculino;SANTA MARTA;Pregrado
44;82845328;Femenino;PEREIRA;Pregrado
32;11921520;Masculino;SANTA MARTA;Postgrado
67;50347285;Femenino;CARTAGENA;Pregrado
26;78627284;Femenino;BARRANQUILLA;Secundaria
43;17143875;Masculino;BARRANQUILLA;Postgrado
20;37528215;Femenino;MEDELLIN;Postgrado
53;84952720;Femenino;MANIZALES;Secundaria
64;13657247;Femenino;CALI;Pregrado
22;67051803;Masculino;CARTAGENA;Pregrado
37;10074493;Femenino;SANTA MARTA;Pregrado
37;65195361;Femenino;PEREIRA;Secundaria
22;80468555;Femenino;CUCUTA;Secundaria
27;96127957;Masculino;SANTA MARTA;Secundaria
33;6673447;Femenino;BOGOTA;Pregrado
42;9720107;Femenino;BARRANQUILLA;Secundaria
61;12461295;Femenino;MEDELLIN;Pregrado
42;45857717;Femenino;BOGOTA;Secundaria
47;50619720;Femenino;BUCARAMANGA;Secundaria
31;83093375;Masculino;MANIZALES;Pregrado
39;84096707;Masculino;CARTAGENA;Pregrado
60;28686649;Femenino;BUCARAMANGA;Pregrado
45;91917285;Masculino;CARTAGENA;Secundaria
47;27692886;Masculino;BUCARAMANGA;Pregrado
36;70910048;Femenino;MANIZALES;Postgrado
55;20133104;Femenino;SANTA MARTA;Secundaria
59;22564637;Masculino;BUCARAMANGA;Secundaria
37;89213351;Femenino;CUCUTA;Secundaria
52;65115971;Femenino;MANIZALES;Secundaria
39;27816448;Masculino;MANIZALES;Pregrado
32;14288367;Masculino;PEREIRA;Pregrado
28;34826110;Masculino;MEDELLIN;Postgrado
51;75745670;Masculino;SANTA MARTA;Secundaria
41;23682220;Femenino;BUCARAMANGA;Postgrado
23;74929006;Masculino;BOGOTA;Secundaria
34;77487509;Masculino;SANTA MARTA;Secundaria
45;24713827;Masculino;MEDELLIN;Postgrado
67;4387093;Femenino;BOGOTA;Secundaria
48;6042563;Masculino;CALI;Pregrado
53;74502971;Femenino;PEREIRA;Pregrado
26;16141114;Femenino;CUCUTA;Postgrado
27;26456405;Femenino;CUCUTA;Pregrado
38;35564190;Masculino;SANTA MARTA;Secundaria
51;22407735;Femenino;SANTA MARTA;Secundaria
48;33964492;Femenino;MANIZALES;Secundaria
46;86128903;Masculino;MANIZALES;Pregrado
60;98637623;Femenino;BARRANQUILLA;Secundaria
60;6347384;Femenino;SANTA MARTA;Pregrado
28;86935523;Femenino;CALI;Postgrado
50;62515650;Femenino;CALI;Secundaria
63;90638961;Femenino;CARTAGENA;Postgrado
18;77542109;Femenino;CALI;Secundaria
38;69636397;Femenino;CARTAGENA;Postgrado
40;29553449;Femenino;BUCARAMANGA;Secundaria
26;46794317;Femenino;SANTA MARTA;Secundaria
18;29819412;Masculino;MANIZALES;Secundaria
38;46487285;Femenino;CUCUTA;Secundaria
39;22443497;Masculino;BARRANQUILLA;Secundaria
21;95406209;Femenino;MEDELLIN;Postgrado
18;62174912;Masculino;BARRANQUILLA;Pregrado
68;41695738;Masculino;BOGOTA;Secundaria
27;4255170;Masculino;MEDELLIN;Postgrado
32;81199384;Masculino;SANTA MARTA;Pregrado
69;28959451;Femenino;PEREIRA;Postgrado
53;14716366;Masculino;MEDELLIN;Secundaria
46;85056816;Masculino;MEDELLIN;Secundaria
69;79239396;Masculino;MANIZALES;Postgrado
63;31410692;Femenino;BUCARAMANGA;Postgrado
22;60705006;Masculino;MEDELLIN;Postgrado
46;10647068;Masculino;CALI;Secundaria
64;32573836;Masculino;MEDELLIN;Pregrado
64;91737507;Femenino;CUCUTA;Pregrado
44;29158944;Femenino;CUCUTA;Postgrado
42;35296647;Femenino;SANTA MARTA;Pregrado
33;46480529;Femenino;BOGOTA;Pregrado
33;74524912;Femenino;BARRANQUILLA;Pregrado
53;2964577;Masculino;BOGOTA;Secundaria
42;69155918;Masculino;PEREIRA;Postgrado
58;59891573;Femenino;BOGOTA;Postgrado
18;51489125;Femenino;CUCUTA;Secundaria
22;80589741;Masculino;MEDELLIN;Secundaria
58;15825739;Femenino;MANIZALES;Secundaria
37;57202271;Masculino;BOGOTA;Secundaria
22;56218031;Masculino;BOGOTA;Secundaria
53;90524344;Femenino;MEDELLIN;Postgrado
46;35188730;Masculino;SANTA MARTA;Postgrado
65;11838980;Masculino;MANIZALES;Secundaria
51;72847512;Femenino;PEREIRA;Postgrado
65;8946349;Masculino;CALI;Pregrado
35;13840756;Femenino;MEDELLIN;Postgrado
19;83684500;Masculino;PEREIRA;Secundaria
33;22109056;Masculino;MANIZALES;Secundaria
46;44298836;Femenino;CUCUTA;Pregrado
50;28601221;Femenino;CARTAGENA;Secundaria
33;63350362;Femenino;CUCUTA;Pregrado
52;46284653;Masculino;MEDELLIN;Secundaria
64;49514572;Masculino;PEREIRA;Secundaria
60;96823133;Femenino;SANTA MARTA;Secundaria
59;76658532;Femenino;CARTAGENA;Postgrado
34;17634773;Femenino;MEDELLIN;Pregrado
21;88535282;Masculino;SANTA MARTA;Secundaria
66;78199813;Masculino;SANTA MARTA;Postgrado
21;60574681;Masculino;CARTAGENA;Secundaria
68;83071807;Masculino;CUCUTA;Pregrado
42;15662103;Femenino;MANIZALES;Pregrado
50;20358545;Femenino;CALI;Postgrado
31;31118805;Femenino;CUCUTA;Pregrado
41;84154822;Femenino;CUCUTA;Postgrado
28;8873513;Femenino;BOGOTA;Postgrado
42;26740829;Femenino;BOGOTA;Pregrado
45;98303985;Femenino;BOGOTA;Pregrado
24;24766372;Femenino;BARRANQUILLA;Postgrado
66;32552604;Femenino;CALI;Postgrado
53;49672335;Masculino;PEREIRA;Pregrado
27;11567260;Femenino;CALI;Postgrado
66;74267023;Masculino;BUCARAMANGA;Postgrado
53;79619262;Femenino;BUCARAMANGA;Postgrado
48;9993609;Masculino;CARTAGENA;Secundaria
36;63592109;Femenino;BARRANQUILLA;Pregrado
35;91909347;Masculino;CUCUTA;Postgrado
66;88315560;Femenino;CALI;Postgrado
23;70763628;Masculino;BOGOTA;Secundaria
45;70041479;Masculino;MEDELLIN;Postgrado
24;32054565;Masculino;BOGOTA;Secundaria
55;76160412;Femenino;BOGOTA;Pregrado
29;26178886;Femenino;BUCARAMANGA;Pregrado
58;87840573;Masculino;CALI;Secundaria
67;97929266;Masculino;CUCUTA;Postgrado
51;69301307;Femenino;CALI;Postgrado
42;12308982;Masculino;BUCARAMANGA;Pregrado
34;27923184;Masculino;BUCARAMANGA;Pregrado
50;82869988;Femenino;CALI;Postgrado
40;42979377;Masculino;CUCUTA;Postgrado
26;96039442;Femenino;MEDELLIN;Postgrado
23;99789919;Femenino;MANIZALES;Pregrado
19;68444440;Masculino;MEDELLIN;Pregrado
55;39614553;Masculino;BUCARAMANGA;Secundaria
26;36931439;Femenino;SANTA MARTA;Postgrado
20;65634595;Masculino;CARTAGENA;Pregrado
33;87444386;Masculino;PEREIRA;Secundaria
42;2383005;Femenino;MANIZALES;Secundaria
41;32931572;Femenino;BARRANQUILLA;Secundaria
64;50071380;Femenino;BOGOTA;Pregrado
46;51935988;Femenino;BARRANQUILLA;Secundaria
61;92400883;Femenino;BUCARAMANGA;Pregrado
57;73528940;Femenino;SANTA MARTA;Postgrado
43;66340938;Masculino;CUCUTA;Postgrado
55;63944809;Masculino;BARRANQUILLA;Postgrado
52;65807490;Femenino;CUCUTA;Secundaria
40;1225634;Femenino;PEREIRA;Pregrado
21;27592400;Masculino;BOGOTA;Pregrado
59;62957326;Masculino;BUCARAMANGA;Pregrado
31;35302318;Femenino;BOGOTA;Pregrado
64;70242290;Femenino;BOGOTA;Secundaria
56;55456067;Masculino;BARRANQUILLA;Postgrado
24;57425717;Femenino;BOGOTA;Pregrado
25;73536171;Femenino;CALI;Secundaria
59;68748341;Femenino;BOGOTA;Pregrado
68;66453978;Masculino;BOGOTA;Postgrado
36;5319268;Femenino;BOGOTA;Pregrado
19;73638094;Femenino;PEREIRA;Pregrado
64;3606201;Masculino;CALI;Pregrado
18;85381778;Femenino;CALI;Postgrado
59;28419627;Masculino;CALI;Secundaria
55;25963893;Masculino;CALI;Secundaria
30;24434204;Masculino;MEDELLIN;Secundaria
59;55129199;Femenino;CALI;Postgrado
61;49765762;Masculino;CARTAGENA;Pregrado
41;6453382;Masculino;BUCARAMANGA;Pregrado
49;7793566;Femenino;MANIZALES;Postgrado
47;26301015;Masculino;PEREIRA;Pregrado
23;27333807;Masculino;BARRANQUILLA;Secundaria
55;14632938;Masculino;MEDELLIN;Secundaria
50;49388175;Femenino;SANTA MARTA;Postgrado
61;74711389;Masculino;CARTAGENA;Pregrado
40;46590706;Femenino;CUCUTA;Secundaria
27;91749653;Masculino;SANTA MARTA;Secundaria
63;83693710;Femenino;PEREIRA;Pregrado
32;60544818;Femenino;CARTAGENA;Pregrado
40;2239524;Masculino;CALI;Secundaria
53;92574195;Femenino;MEDELLIN;Secundaria
18;15067414;Femenino;CUCUTA;Pregrado
25;54183002;Femenino;SANTA MARTA;Postgrado
20;97141500;Femenino;PEREIRA;Secundaria
31;68472330;Masculino;SANTA MARTA;Secundaria
34;2433146;Masculino;CARTAGENA;Postgrado
51;11809938;Masculino;CALI;Pregrado
64;7936301;Femenino;SANTA MARTA;Postgrado
23;41770442;Masculino;BOGOTA;Pregrado
22;11328191;Femenino;CALI;Postgrado
63;69088739;Masculino;BOGOTA;Secundaria
68;76268979;Femenino;SANTA MARTA;Pregrado
58;89013659;Femenino;CUCUTA;Postgrado
57;21918999;Masculino;BUCARAMANGA;Postgrado
46;90222410;Femenino;PEREIRA;Postgrado
52;9295186;Femenino;CARTAGENA;Postgrado
35;93161903;Masculino;MEDELLIN;Postgrado
57;54447804;Femenino;CUCUTA;Secundaria
65;72230170;Femenino;PEREIRA;Secundaria
47;46802290;Femenino;BARRANQUILLA;Secundaria
32;18944461;Masculino;CARTAGENA;Postgrado
32;96324824;Masculino;SANTA MARTA;Secundaria
33;62228819;Masculino;CUCUTA;Postgrado
50;36865791;Masculino;MANIZALES;Secundaria
27;58179524;Masculino;CALI;Postgrado
36;54677242;Femenino;MEDELLIN;Postgrado
54;49063257;Femenino;CARTAGENA;Postgrado
