PassengerId;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Cabin;Embarked;Survived
890;2;Passenger 890;female;42.6;0;0;Ticket 890;4.730.866.904.857.530;B12;C;1
891;1;Passenger 891;male;41.8;1;0;Ticket 891;22.425.387.525.854.500;;C;0
892;1;Passenger 892;female;70.0;1;0;Ticket 892;301.650.315.323.687;C85;Q;0
893;1;Passenger 893;female;17.2;0;0;Ticket 893;24.078.745.527.971.100;G7;S;0
894;2;Passenger 894;male;4.2;3;1;Ticket 894;46.675.887.957.334.800;;S;1
895;2;Passenger 895;male;54.1;0;4;Ticket 895;42.661.939.748.926.000;;C;0
896;2;Passenger 896;female;28.3;4;2;Ticket 896;25.305.425.190.854.700;E34;C;0
897;1;Passenger 897;female;2.4;2;3;Ticket 897;34.504.145.848.579.100;B12;Q;0
898;2;Passenger 898;female;20.9;4;0;Ticket 898;39.699.373.651.900.700;;C;0
899;2;Passenger 899;female;25.4;2;4;Ticket 899;2.935.942.304.848.470;F33;S;1
900;1;Passenger 900;female;49.7;1;0;Ticket 900;4.549.142.833.401.190;G7;C;0
901;3;Passenger 901;male;14.6;3;0;Ticket 901;4.712.857.662.075.160;;S;0
902;1;Passenger 902;male;33.6;0;0;Ticket 902;3.683.801.548.082.380;C85;C;1
903;2;Passenger 903;female;39.1;3;0;Ticket 903;2.041.734.170.729.800;B12;C;0
904;1;Passenger 904;male;37.3;0;0;Ticket 904;16.612.215.751.971.400;B12;S;1
905;3;Passenger 905;male;77.9;4;3;Ticket 905;16.806.124.540.034.900;;Q;1
906;1;Passenger 906;male;4.6;4;4;Ticket 906;27.074.976.789.544.800;B12;Q;1
907;2;Passenger 907;female;76.1;0;0;Ticket 907;4.558.434.906.024.240;C85;C;1
908;3;Passenger 908;male;47.0;3;0;Ticket 908;42.404.438.962.037.400;G7;C;0
909;2;Passenger 909;female;63.9;0;0;Ticket 909;6.811.236.470.263.290;C85;S;0
910;3;Passenger 910;male;35.0;1;0;Ticket 910;5.105.003.549.674.330;C85;S;0
911;3;Passenger 911;female;36.9;4;1;Ticket 911;2.966.873.326.845.500;F33;C;0
912;1;Passenger 912;male;70.5;1;1;Ticket 912;2.683.983.963.670.970;E34;S;0
913;1;Passenger 913;female;71.8;4;2;Ticket 913;1.368.569.325.078.610;;Q;0
914;2;Passenger 914;female;19.9;4;0;Ticket 914;45.022.927.685.414.800;G7;Q;1
915;1;Passenger 915;male;16.7;2;2;Ticket 915;464.046.372.683.469;B12;S;0
916;1;Passenger 916;female;40.2;1;3;Ticket 916;20.429.266.197.838.000;C85;S;0
917;3;Passenger 917;female;72.1;1;2;Ticket 917;4.456.997.657.711.920;;S;0
918;1;Passenger 918;female;26.5;2;4;Ticket 918;19.505.470.266.017.100;G7;Q;0
919;3;Passenger 919;female;52.5;3;1;Ticket 919;3.697.243.317.557.010;G7;C;1
920;3;Passenger 920;female;56.9;1;1;Ticket 920;24.059.139.768.612.300;;S;0
921;3;Passenger 921;female;62.5;0;0;Ticket 921;6.567.866.247.105.550;E34;S;0
922;2;Passenger 922;female;45.6;2;0;Ticket 922;46.432.742.961.232.500;F33;S;0
923;2;Passenger 923;female;32.8;1;3;Ticket 923;22.977.781.372.188.000;B12;C;0
924;2;Passenger 924;male;77.4;3;3;Ticket 924;3.685.710.849.595.890;F33;S;0
925;3;Passenger 925;male;49.3;1;4;Ticket 925;1.867.510.381.434.890;G7;S;1
926;2;Passenger 926;female;58.6;4;0;Ticket 926;14.346.034.895.236.100;B12;Q;0
927;2;Passenger 927;female;28.3;0;0;Ticket 927;5.476.252.755.245.870;G7;S;0
928;1;Passenger 928;male;53.9;2;3;Ticket 928;25.062.864.234.751.200;C85;Q;0
929;2;Passenger 929;male;21.4;4;3;Ticket 929;3.465.323.567.775.490;C85;C;1
930;2;Passenger 930;male;20.4;3;3;Ticket 930;17.069.398.665.674.300;;S;1
931;3;Passenger 931;female;57.5;4;1;Ticket 931;3.492.667.872.929.360;B12;S;0
932;3;Passenger 932;male;42.2;4;2;Ticket 932;35.082.461.676.881.800;B12;Q;0
933;3;Passenger 933;female;55.0;3;2;Ticket 933;35.344.827.412.727.600;G7;C;1
934;3;Passenger 934;female;22.3;4;0;Ticket 934;24.879.831.774.015.100;F33;C;1
935;3;Passenger 935;male;48.3;2;1;Ticket 935;4.578.686.443.101.440;C85;Q;1
936;3;Passenger 936;female;36.1;1;3;Ticket 936;2.471.522.764.004.040;D56;C;1
937;2;Passenger 937;female;48.2;4;0;Ticket 937;2.278.812.707.808.350;;C;0
938;3;Passenger 938;female;24.0;2;1;Ticket 938;10.369.350.541.026.000;B12;C;0
939;3;Passenger 939;female;57.5;1;4;Ticket 939;15.728.926.824.138.600;E34;C;1
940;1;Passenger 940;male;64.7;1;1;Ticket 940;25.955.573.796.560.100;E34;C;1
941;2;Passenger 941;male;21.5;4;0;Ticket 941;31.859.997.034.000.400;D56;C;0
942;2;Passenger 942;female;24.7;2;2;Ticket 942;12.802.519.324.391.000;C85;C;0
943;2;Passenger 943;female;53.2;4;3;Ticket 943;15.555.685.097.030.500;C85;C;1
944;3;Passenger 944;male;56.0;3;4;Ticket 944;38.655.318.822.383.800;C85;S;0
945;3;Passenger 945;female;56.6;1;1;Ticket 945;16.697.448.566.491.900;F33;Q;1
946;3;Passenger 946;male;54.9;4;0;Ticket 946;12.488.696.654.650.500;G7;C;0
947;1;Passenger 947;female;32.0;1;0;Ticket 947;8.868.358.582.118.430;E34;Q;0
948;3;Passenger 948;female;32.2;2;3;Ticket 948;38.855.490.908.006.800;C85;C;0
949;1;Passenger 949;male;21.1;0;0;Ticket 949;692.045.977.050.633;E34;C;0
950;2;Passenger 950;male;13.4;4;0;Ticket 950;229.608.111.323.925;D56;S;0
951;3;Passenger 951;male;55.7;4;3;Ticket 951;25.593.040.745.821.100;;Q;0
952;1;Passenger 952;male;8.4;1;4;Ticket 952;34.525.800.677.942.800;G7;Q;1
953;1;Passenger 953;female;75.1;2;2;Ticket 953;31.847.532.375.483.200;F33;S;1
954;3;Passenger 954;male;66.3;3;2;Ticket 954;40.630.673.310.786.100;B12;S;0
955;2;Passenger 955;female;68.7;2;1;Ticket 955;27.151.959.793.487.800;D56;Q;0
956;2;Passenger 956;male;72.6;4;4;Ticket 956;15.173.815.876.580.100;G7;C;0
957;2;Passenger 957;male;33.3;3;1;Ticket 957;14.366.638.879.381.200;E34;C;0
958;1;Passenger 958;female;67.9;2;2;Ticket 958;7.727.836.826.809.350;D56;Q;0
959;1;Passenger 959;male;13.5;0;3;Ticket 959;14.814.323.565.893.900;B12;C;0
960;1;Passenger 960;male;2.7;1;0;Ticket 960;1.583.338.305.007.370;G7;S;0
961;1;Passenger 961;male;63.0;2;2;Ticket 961;26.333.280.865.410.100;F33;S;0
962;2;Passenger 962;male;6.9;2;4;Ticket 962;33.353.371.706.849.600;;S;0
963;3;Passenger 963;female;79.1;0;2;Ticket 963;19.364.475.423.784.700;B12;Q;1
964;1;Passenger 964;female;54.3;4;4;Ticket 964;3.611.377.645.001.230;G7;Q;0
965;1;Passenger 965;male;60.5;1;4;Ticket 965;1.714.018.425.968.920;F33;Q;1
966;2;Passenger 966;male;20.4;2;4;Ticket 966;14.869.042.027.080.600;E34;C;1
967;3;Passenger 967;male;54.2;3;1;Ticket 967;27.288.808.764.922.700;B12;Q;1
968;3;Passenger 968;female;4.4;2;3;Ticket 968;1.673.959.835.136.630;D56;Q;1
969;2;Passenger 969;female;67.2;1;2;Ticket 969;44.495.616.198.830.100;C85;S;0
970;2;Passenger 970;female;14.4;2;3;Ticket 970;2.118.949.240.753.300;D56;C;0
971;3;Passenger 971;female;56.1;0;0;Ticket 971;47.174.179.213.891.900;E34;C;0
972;1;Passenger 972;male;18.7;2;2;Ticket 972;3.621.483.310.224.940;G7;S;1
973;3;Passenger 973;male;6.4;2;3;Ticket 973;48.622.651.902.776.000;;C;1
974;2;Passenger 974;male;39.0;3;3;Ticket 974;42.392.741.632.653.200;B12;Q;1
975;1;Passenger 975;female;14.4;0;0;Ticket 975;36.748.888.145.104.900;G7;C;0
976;1;Passenger 976;male;58.6;0;4;Ticket 976;30.741.853.022.281.300;;S;1
977;2;Passenger 977;female;19.8;2;2;Ticket 977;41.104.501.550.154.200;E34;C;0
978;2;Passenger 978;female;28.1;3;2;Ticket 978;20.503.437.463.276.300;B12;S;0
979;2;Passenger 979;male;45.8;2;0;Ticket 979;1.146.430.201.726.570;F33;Q;1
980;3;Passenger 980;male;23.5;2;4;Ticket 980;25.845.157.760.883.500;F33;Q;0
981;3;Passenger 981;male;30.9;1;2;Ticket 981;27.667.666.901.876.900;G7;S;1
982;1;Passenger 982;female;65.4;1;2;Ticket 982;27.147.155.414.490.600;D56;Q;0
983;2;Passenger 983;female;15.2;3;2;Ticket 983;28.471.152.678.265.200;G7;Q;1
984;1;Passenger 984;male;7.5;4;4;Ticket 984;4.746.089.345.283.940;D56;C;0
985;1;Passenger 985;male;26.9;1;0;Ticket 985;4.516.115.834.326.340;E34;Q;1
986;1;Passenger 986;female;34.5;4;2;Ticket 986;438.479.933.096.675;F33;S;1
987;1;Passenger 987;male;43.9;0;3;Ticket 987;40.170.132.139.977.000;B12;Q;1
988;2;Passenger 988;female;30.4;1;4;Ticket 988;47.199.691.309.631.600;F33;C;0
989;1;Passenger 989;female;63.4;1;1;Ticket 989;5.375.484.763.130.460;D56;S;1
990;2;Passenger 990;male;4.1;3;0;Ticket 990;13.623.601.441.564.100;G7;Q;0
991;2;Passenger 991;male;35.1;4;3;Ticket 991;2.500.526.930.990.190;E34;Q;0
992;3;Passenger 992;male;31.2;1;2;Ticket 992;4.240.345.740.960.850;F33;Q;0
993;2;Passenger 993;male;52.2;1;1;Ticket 993;25.505.702.720.375.200;E34;S;1
994;3;Passenger 994;female;77.3;3;0;Ticket 994;3.752.771.959.740.860;F33;C;0
995;2;Passenger 995;female;41.3;3;4;Ticket 995;7.378.515.309.821.350;G7;S;1
996;2;Passenger 996;female;79.0;4;1;Ticket 996;1.299.448.374.233.970;;S;1
997;2;Passenger 997;male;24.9;0;1;Ticket 997;3.672.291.670.436.470;G7;C;0
998;3;Passenger 998;female;3.4;0;3;Ticket 998;865.433.343.994.234;F33;S;1
999;3;Passenger 999;male;14.1;2;0;Ticket 999;17.892.118.765.418.800;D56;S;0
1000;1;Passenger 1000;male;32.2;1;3;Ticket 1000;13.610.879.761.771.700;G7;Q;1
1001;3;Passenger 1001;male;26.0;4;3;Ticket 1001;17.818.153.864.012.600;B12;S;0
1002;3;Passenger 1002;male;8.7;1;2;Ticket 1002;3.556.204.042.935.950;D56;Q;0
1003;3;Passenger 1003;male;35.2;4;4;Ticket 1003;1.870.843.546.656.860;D56;S;0
1004;3;Passenger 1004;male;27.7;4;1;Ticket 1004;2.798.553.446.909.300;D56;Q;0
1005;1;Passenger 1005;female;10.7;4;0;Ticket 1005;5.446.627.914.193.270;E34;Q;0
1006;3;Passenger 1006;male;24.4;1;4;Ticket 1006;40.348.375.815.114.000;C85;Q;0
1007;2;Passenger 1007;female;71.0;3;4;Ticket 1007;1.880.948.696.958.210;C85;C;0
1008;2;Passenger 1008;female;24.9;1;0;Ticket 1008;3.260.244.087.215.040;;S;0
1009;3;Passenger 1009;male;57.4;4;4;Ticket 1009;36.406.785.282.260.700;D56;S;0
1010;3;Passenger 1010;male;49.4;2;2;Ticket 1010;10.878.215.644.529.100;C85;S;1
1011;2;Passenger 1011;male;34.7;0;4;Ticket 1011;44.291.411.755.190.800;;C;0
1012;2;Passenger 1012;female;19.9;4;2;Ticket 1012;3.100.310.045.454.410;E34;Q;1
1013;1;Passenger 1013;male;30.2;2;1;Ticket 1013;21.721.894.516.698.300;D56;S;0
1014;2;Passenger 1014;female;47.8;3;1;Ticket 1014;9.525.591.587.121.860;B12;C;1
1015;2;Passenger 1015;male;28.7;4;3;Ticket 1015;47.143.896.426.109.700;E34;C;1
1016;3;Passenger 1016;male;18.0;2;2;Ticket 1016;3.787.587.610.451.540;;S;0
1017;2;Passenger 1017;female;10.2;4;1;Ticket 1017;10.797.215.855.295.800;E34;Q;1
1018;1;Passenger 1018;female;70.5;1;4;Ticket 1018;17.216.683.348.849.100;B12;C;0
1019;2;Passenger 1019;male;35.8;2;0;Ticket 1019;40.578.875.775.359.600;E34;S;1
1020;3;Passenger 1020;female;50.4;1;0;Ticket 1020;3.493.604.432.915.920;;Q;1
1021;3;Passenger 1021;female;39.7;1;2;Ticket 1021;38.406.322.489.428.300;B12;C;0
1022;2;Passenger 1022;female;69.9;2;3;Ticket 1022;22.339.454.559.540.100;B12;C;1
1023;3;Passenger 1023;female;44.2;0;4;Ticket 1023;3.596.557.500.078.720;E34;S;0
1024;1;Passenger 1024;female;39.0;2;2;Ticket 1024;19.631.439.281.763.700;B12;S;0
1025;1;Passenger 1025;male;74.0;0;0;Ticket 1025;10.957.514.388.440.700;G7;Q;0
1026;2;Passenger 1026;male;57.9;4;2;Ticket 1026;3.181.751.322.464.730;E34;S;1
1027;2;Passenger 1027;female;9.8;4;4;Ticket 1027;48.812.689.317.140.300;D56;S;1
1028;2;Passenger 1028;male;15.0;2;1;Ticket 1028;15.874.748.084.068.800;B12;Q;1
1029;3;Passenger 1029;male;63.2;4;4;Ticket 1029;2.331.799.481.452.070;E34;S;0
1030;1;Passenger 1030;female;67.0;3;1;Ticket 1030;3.386.306.786.795.770;D56;Q;0
1031;1;Passenger 1031;male;44.1;1;1;Ticket 1031;2.730.456.096.506.310;B12;Q;1
1032;3;Passenger 1032;female;44.8;1;1;Ticket 1032;42.249.675.887.597.900;D56;Q;0
1033;1;Passenger 1033;female;50.9;0;2;Ticket 1033;38.206.263.970.241.000;F33;S;0
1034;2;Passenger 1034;male;35.7;4;0;Ticket 1034;33.857.115.911.866.700;B12;Q;0
1035;2;Passenger 1035;female;54.7;0;2;Ticket 1035;49.921.851.079.226.800;F33;S;0
1036;2;Passenger 1036;female;9.6;1;0;Ticket 1036;3.774.392.145.911.360;;Q;0
1037;1;Passenger 1037;female;76.9;1;4;Ticket 1037;43.263.214.156.558.600;;S;1
1038;2;Passenger 1038;female;60.3;4;3;Ticket 1038;3.273.428.674.871.960;E34;Q;0
1039;3;Passenger 1039;female;50.9;3;4;Ticket 1039;4.288.611.383.831.470;C85;C;0
1040;3;Passenger 1040;male;26.0;3;2;Ticket 1040;6.062.957.258.971.110;F33;C;0
1041;1;Passenger 1041;male;13.7;4;2;Ticket 1041;1.771.302.286.018.610;F33;C;0
1042;3;Passenger 1042;female;33.3;4;0;Ticket 1042;4.388.283.670.842.230;;Q;0
1043;3;Passenger 1043;female;53.3;0;2;Ticket 1043;10.481.932.957.711.100;F33;S;0
1044;1;Passenger 1044;male;51.1;4;1;Ticket 1044;43.729.838.797.111.200;C85;Q;1
1045;2;Passenger 1045;female;31.2;3;2;Ticket 1045;3.951.188.752.728.830;D56;Q;0
1046;2;Passenger 1046;male;49.4;4;0;Ticket 1046;4.185.656.470.434.310;D56;Q;1
1047;2;Passenger 1047;female;65.3;0;0;Ticket 1047;855.128.480.040.008;C85;Q;1
1048;1;Passenger 1048;female;3.1;0;1;Ticket 1048;42.790.126.147.744.400;F33;S;0
1049;3;Passenger 1049;female;36.6;0;0;Ticket 1049;34.495.005.882.059.800;F33;Q;0
1050;2;Passenger 1050;female;60.9;0;3;Ticket 1050;262.440.928.192.209;F33;C;1
1051;2;Passenger 1051;female;44.1;2;4;Ticket 1051;4.159.738.454.267.850;G7;C;0
1052;1;Passenger 1052;female;52.5;4;2;Ticket 1052;21.252.837.841.288.800;E34;C;0
1053;2;Passenger 1053;female;41.8;1;3;Ticket 1053;10.102.700.833.058.100;B12;Q;0
1054;1;Passenger 1054;male;79.4;4;2;Ticket 1054;14.600.207.492.225.300;C85;S;0
1055;3;Passenger 1055;male;5.3;2;3;Ticket 1055;25.505.618.905.519.000;C85;S;0
1056;1;Passenger 1056;male;39.8;0;2;Ticket 1056;268.008.742.373.222;G7;S;1
1057;1;Passenger 1057;female;8.2;2;1;Ticket 1057;40.376.250.908.841.000;C85;Q;1
1058;1;Passenger 1058;female;13.6;3;0;Ticket 1058;39.671.959.820.790.500;C85;S;0
1059;1;Passenger 1059;female;31.3;3;0;Ticket 1059;2.927.764.458.162.640;G7;C;0
1060;3;Passenger 1060;female;13.3;4;1;Ticket 1060;39.148.881.426.591.000;C85;S;0
1061;3;Passenger 1061;female;77.1;4;3;Ticket 1061;9.992.786.185.536.710;F33;Q;0
1062;2;Passenger 1062;female;75.8;1;4;Ticket 1062;29.781.940.911.180.600;G7;Q;0
1063;3;Passenger 1063;female;27.6;1;3;Ticket 1063;43.744.874.220.417.600;E34;S;0
1064;3;Passenger 1064;male;51.5;3;0;Ticket 1064;4.239.947.441.257.090;;Q;0
1065;2;Passenger 1065;female;43.2;0;4;Ticket 1065;12.711.077.272.327.800;F33;S;0
1066;3;Passenger 1066;male;65.4;2;2;Ticket 1066;34.918.288.006.407.000;F33;S;0
1067;1;Passenger 1067;male;50.6;1;4;Ticket 1067;20.767.672.912.551.800;B12;C;1
1068;1;Passenger 1068;female;1.0;1;3;Ticket 1068;43.877.541.510.817.600;G7;Q;0
1069;2;Passenger 1069;female;61.3;0;1;Ticket 1069;15.249.999.835.782.300;;C;1
1070;2;Passenger 1070;male;60.0;0;2;Ticket 1070;10.876.316.601.332.800;C85;Q;0
1071;2;Passenger 1071;male;41.3;4;3;Ticket 1071;15.382.454.207.756.800;;S;0
1072;1;Passenger 1072;female;72.3;2;2;Ticket 1072;2.911.471.493.464.910;E34;Q;0
1073;3;Passenger 1073;female;72.8;0;4;Ticket 1073;1.910.894.958.246.300;D56;S;0
1074;1;Passenger 1074;male;42.4;1;0;Ticket 1074;2.697.620.141.005.830;F33;Q;0
1075;2;Passenger 1075;female;49.0;1;3;Ticket 1075;4.389.160.688.233.340;G7;C;1
1076;3;Passenger 1076;female;79.7;3;1;Ticket 1076;45.668.010.184.403.200;G7;C;1
1077;3;Passenger 1077;female;24.6;0;4;Ticket 1077;1.366.571.620.037.850;;S;0
1078;1;Passenger 1078;male;26.6;4;3;Ticket 1078;23.375.953.426.860.000;B12;C;0
1079;2;Passenger 1079;male;15.4;2;1;Ticket 1079;2.768.262.875.445.180;E34;S;0
1080;1;Passenger 1080;male;71.8;4;3;Ticket 1080;4.748.106.661.596.820;D56;S;0
1081;3;Passenger 1081;female;59.8;1;4;Ticket 1081;4.993.155.729.863.700;E34;S;0
1082;1;Passenger 1082;female;9.3;4;3;Ticket 1082;12.152.658.817.655.500;G7;Q;0
1083;1;Passenger 1083;male;78.6;1;2;Ticket 1083;36.485.503.631.617.800;C85;S;0
1084;2;Passenger 1084;male;58.7;1;4;Ticket 1084;19.212.537.580.543.100;D56;C;0
1085;2;Passenger 1085;male;68.2;1;3;Ticket 1085;9.013.557.458.675.540;G7;Q;0
1086;3;Passenger 1086;female;4.8;1;0;Ticket 1086;9.579.998.605.771.660;B12;C;0
1087;1;Passenger 1087;male;40.9;1;3;Ticket 1087;23.298.017.374.331.600;D56;S;0
1088;1;Passenger 1088;male;56.2;3;2;Ticket 1088;24.672.578.193.714.500;G7;S;1
1089;1;Passenger 1089;female;43.9;4;1;Ticket 1089;16.171.999.803.854.100;B12;C;0
1090;3;Passenger 1090;female;53.7;3;1;Ticket 1090;34.502.907.130.327.900;C85;Q;1
1091;3;Passenger 1091;female;65.6;3;1;Ticket 1091;1.505.316.773.545.010;B12;C;1
1092;2;Passenger 1092;male;30.6;0;0;Ticket 1092;28.214.708.526.029.400;E34;S;1
1093;2;Passenger 1093;female;68.0;0;2;Ticket 1093;1.539.549.412.168.820;;Q;1
1094;2;Passenger 1094;female;13.9;0;4;Ticket 1094;8.773.148.586.030.700;E34;S;1
1095;1;Passenger 1095;male;22.4;2;1;Ticket 1095;20.655.100.060.644.300;G7;S;1
1096;1;Passenger 1096;female;4.4;0;2;Ticket 1096;11.997.531.557.129.700;G7;C;0
1097;2;Passenger 1097;male;29.8;4;3;Ticket 1097;2.697.264.835.749.880;F33;S;0
1098;1;Passenger 1098;male;31.0;3;0;Ticket 1098;10.342.012.249.180.700;E34;C;1
1099;2;Passenger 1099;female;64.6;4;2;Ticket 1099;2.566.609.584.390.900;D56;Q;1
1100;3;Passenger 1100;female;52.6;0;2;Ticket 1100;8.290.236.486.008.940;C85;S;1
1101;2;Passenger 1101;female;35.5;2;4;Ticket 1101;3.371.324.811.954.630;F33;S;1
1102;3;Passenger 1102;female;52.5;2;2;Ticket 1102;37.819.915.379.850.400;F33;Q;1
1103;1;Passenger 1103;female;5.2;3;4;Ticket 1103;5.964.514.595.371.720;F33;C;1
1104;2;Passenger 1104;female;15.2;4;0;Ticket 1104;2.365.621.939.584.820;G7;S;1
1105;1;Passenger 1105;male;50.5;1;0;Ticket 1105;4.008.149.182.416.240;;Q;0
1106;3;Passenger 1106;male;51.7;4;3;Ticket 1106;3.011.003.105.432.910;B12;S;1
1107;3;Passenger 1107;female;62.2;0;4;Ticket 1107;13.588.012.747.517.400;D56;C;1
1108;3;Passenger 1108;male;32.8;1;4;Ticket 1108;2.661.741.061.351.600;G7;C;1
1109;1;Passenger 1109;female;58.1;2;1;Ticket 1109;2.611.431.996.452.240;C85;C;1
1110;1;Passenger 1110;male;55.0;3;1;Ticket 1110;46.255.540.136.593.100;G7;C;0
1111;1;Passenger 1111;male;77.1;3;3;Ticket 1111;2.767.961.951.715.170;;Q;0
1112;1;Passenger 1112;male;18.0;2;0;Ticket 1112;29.358.424.746.056.600;G7;S;1
1113;3;Passenger 1113;female;44.6;0;1;Ticket 1113;20.381.829.725.336.800;G7;Q;0
1114;3;Passenger 1114;male;48.5;2;2;Ticket 1114;4.747.944.035.754.940;E34;C;0
1115;2;Passenger 1115;female;79.9;0;0;Ticket 1115;3.897.070.251.726.060;C85;C;0
1116;2;Passenger 1116;male;16.9;1;2;Ticket 1116;14.627.561.869.990.600;F33;C;1
1117;1;Passenger 1117;male;42.3;2;4;Ticket 1117;4.228.837.449.592.340;C85;C;1
1118;3;Passenger 1118;male;28.3;0;0;Ticket 1118;21.903.619.829.161.900;C85;S;1
1119;3;Passenger 1119;male;42.5;1;3;Ticket 1119;415.190.236.049.129;E34;C;0
1120;3;Passenger 1120;male;19.3;2;4;Ticket 1120;4.123.295.938.052.830;B12;S;0
1121;2;Passenger 1121;female;4.8;3;4;Ticket 1121;9.849.074.244.761.290;G7;C;0
1122;2;Passenger 1122;female;46.2;2;2;Ticket 1122;35.206.486.003.487.000;D56;S;0
1123;3;Passenger 1123;male;27.5;4;4;Ticket 1123;1.488.682.698.067.320;F33;S;1
1124;3;Passenger 1124;male;15.4;2;1;Ticket 1124;15.225.887.164.637.000;B12;C;0
1125;3;Passenger 1125;male;26.6;4;0;Ticket 1125;15.169.229.805.588.700;;Q;0
1126;2;Passenger 1126;male;4.9;1;1;Ticket 1126;3.641.562.825.421.740;G7;Q;0
1127;3;Passenger 1127;female;76.1;2;2;Ticket 1127;11.876.389.068.730.500;F33;Q;0
1128;3;Passenger 1128;male;46.9;1;2;Ticket 1128;5.448.388.446.814.660;D56;Q;1
1129;1;Passenger 1129;female;65.4;1;0;Ticket 1129;3.590.422.424.739.030;G7;Q;0
1130;1;Passenger 1130;male;34.4;0;4;Ticket 1130;8.973.644.819.838.700;;C;1
1131;2;Passenger 1131;female;72.4;1;3;Ticket 1131;5.671.878.567.737.810;E34;C;0
1132;3;Passenger 1132;male;39.2;1;2;Ticket 1132;12.257.047.969.405.900;B12;C;0
1133;3;Passenger 1133;male;46.3;2;0;Ticket 1133;19.305.075.854.973.800;G7;C;0
1134;1;Passenger 1134;female;39.9;2;3;Ticket 1134;24.057.363.209.923.400;F33;C;0
1135;2;Passenger 1135;male;58.9;3;4;Ticket 1135;27.062.170.152.752.200;C85;C;1
1136;1;Passenger 1136;male;45.8;0;2;Ticket 1136;48.543.379.965.054.300;D56;S;0
1137;1;Passenger 1137;male;22.5;1;0;Ticket 1137;35.945.121.144.268.100;G7;S;0
1138;1;Passenger 1138;female;12.5;0;0;Ticket 1138;1.649.810.623.355.460;F33;C;0
1139;1;Passenger 1139;male;48.9;4;0;Ticket 1139;16.275.514.235.627.100;C85;C;0
1140;3;Passenger 1140;male;39.6;1;2;Ticket 1140;2.270.285.619.373.870;F33;S;1
1141;3;Passenger 1141;female;8.6;0;3;Ticket 1141;3.149.911.872.677.010;G7;S;0
1142;1;Passenger 1142;female;32.3;3;0;Ticket 1142;7.745.466.796.153.900;;C;0
1143;2;Passenger 1143;female;41.7;3;4;Ticket 1143;985.202.578.136.514;C85;S;1
1144;2;Passenger 1144;male;66.3;1;0;Ticket 1144;4.304.201.185.026.070;C85;Q;0
1145;2;Passenger 1145;male;7.0;4;3;Ticket 1145;1.318.461.873.250.900;F33;Q;0
1146;2;Passenger 1146;male;28.5;3;2;Ticket 1146;1.931.965.239.977.120;E34;Q;0
1147;1;Passenger 1147;female;66.0;3;0;Ticket 1147;43.627.956.622.030.700;G7;S;0
1148;3;Passenger 1148;male;52.2;4;0;Ticket 1148;3.332.581.755.529.120;E34;C;1
1149;2;Passenger 1149;male;23.9;0;4;Ticket 1149;17.414.738.027.413.500;B12;C;0
1150;1;Passenger 1150;female;67.8;3;4;Ticket 1150;3.434.312.751.336.870;;C;1
1151;2;Passenger 1151;female;40.0;2;0;Ticket 1151;14.743.191.613.799.700;E34;S;0
1152;2;Passenger 1152;female;40.4;3;0;Ticket 1152;3.691.431.167.056.250;F33;S;1
1153;1;Passenger 1153;female;78.2;0;4;Ticket 1153;24.607.294.005.553.800;G7;Q;0
1154;3;Passenger 1154;female;75.8;0;3;Ticket 1154;4.075.251.629.058.080;E34;S;1
1155;3;Passenger 1155;male;29.3;1;1;Ticket 1155;47.754.563.774.320.100;B12;Q;0
1156;1;Passenger 1156;female;12.1;2;1;Ticket 1156;46.326.533.199.981.100;D56;Q;0
1157;3;Passenger 1157;male;26.7;0;0;Ticket 1157;4.550.861.965.103.930;B12;C;1
1158;1;Passenger 1158;male;3.4;4;4;Ticket 1158;25.852.412.818.727.400;C85;S;1
1159;1;Passenger 1159;female;2.6;2;2;Ticket 1159;18.327.034.649.877.400;G7;C;0
1160;1;Passenger 1160;female;32.2;2;2;Ticket 1160;23.519.248.574.168.300;C85;C;0
1161;3;Passenger 1161;female;75.3;4;1;Ticket 1161;34.649.852.164.011.300;E34;S;0
1162;1;Passenger 1162;male;69.8;3;3;Ticket 1162;44.257.889.955.123.700;E34;S;1
1163;2;Passenger 1163;female;41.4;4;1;Ticket 1163;10.745.821.998.505.900;B12;Q;1
1164;3;Passenger 1164;female;45.7;4;0;Ticket 1164;459.505.613.438.543;B12;Q;0
1165;3;Passenger 1165;female;1.5;3;3;Ticket 1165;4.085.142.148.250.950;F33;Q;1
1166;3;Passenger 1166;female;18.0;3;2;Ticket 1166;48.953.372.751.322.600;;Q;1
1167;3;Passenger 1167;female;3.0;3;4;Ticket 1167;44.072.462.777.443.500;F33;C;0
1168;2;Passenger 1168;male;60.6;3;4;Ticket 1168;1.435.689.781.974.930;C85;C;1
1169;3;Passenger 1169;male;12.5;3;0;Ticket 1169;5.744.817.611.530.360;F33;S;0
1170;3;Passenger 1170;male;69.7;4;1;Ticket 1170;6.055.933.063.583.630;B12;Q;1
1171;1;Passenger 1171;female;51.8;1;0;Ticket 1171;14.915.554.269.624.600;G7;Q;0
1172;3;Passenger 1172;female;19.1;1;4;Ticket 1172;30.902.094.337.234.600;F33;Q;0
1173;2;Passenger 1173;female;13.5;0;2;Ticket 1173;4.031.385.614.181.000;D56;C;0
1174;2;Passenger 1174;male;50.6;1;4;Ticket 1174;45.012.890.195.587.400;;S;0
